ID,GENDER,CAR,REALITY,NO_OF_CHILD,FAMILY_TYPE,HOUSE_TYPE,WORK_PHONE,PHONE,E_MAIL,FAMILY SIZE,BEGIN_MONTH,AGE,YEARS_EMPLOYED,TARGET,INCOME,INCOME_TYPE,EDUCATION_TYPE,TOTAL_CONTACTS,HAS_CAR,HAS_PROPERTY,INCOME_BAND,INCOME_PER_PERSON,CHILD_RATIO
5067731,F,N,Y,1.0,Married,House / apartment,1,1,0,3.0,45,28.0,7.0,0,135000.0,Commercial associate,Incomplete higher,2.0,0,1,Lower_Middle,45000.0,0.3333333333333333
5067732,F,N,Y,1.0,Married,House / apartment,1,1,0,3.0,29,28.0,7.0,0,135000.0,Commercial associate,Incomplete higher,2.0,0,1,Lower_Middle,45000.0,0.3333333333333333
5067733,F,N,Y,1.0,Married,House / apartment,1,1,0,3.0,21,28.0,7.0,0,135000.0,Commercial associate,Incomplete higher,2.0,0,1,Lower_Middle,45000.0,0.3333333333333333
5067734,F,N,Y,1.0,Married,House / apartment,1,1,0,3.0,57,28.0,7.0,0,135000.0,Commercial associate,Incomplete higher,2.0,0,1,Lower_Middle,45000.0,0.3333333333333333
5067735,F,N,Y,1.0,Married,House / apartment,1,1,0,3.0,60,28.0,7.0,0,135000.0,Commercial associate,Incomplete higher,2.0,0,1,Lower_Middle,45000.0,0.3333333333333333
5067736,F,N,Y,1.0,Married,House / apartment,1,1,0,3.0,49,28.0,7.0,0,135000.0,Commercial associate,Incomplete higher,2.0,0,1,Lower_Middle,45000.0,0.3333333333333333
5067737,F,N,Y,1.0,Married,House / apartment,1,1,0,3.0,45,28.0,7.0,0,135000.0,Commercial associate,Incomplete higher,2.0,0,1,Lower_Middle,45000.0,0.3333333333333333
5067738,F,N,Y,1.0,Married,House / apartment,1,1,0,3.0,36,28.0,7.0,0,135000.0,Commercial associate,Incomplete higher,2.0,0,1,Lower_Middle,45000.0,0.3333333333333333
5067739,F,Y,Y,1.0,Married,House / apartment,0,1,0,3.0,27,25.0,4.0,0,135000.0,Working,Higher education,1.0,1,1,Lower_Middle,45000.0,0.3333333333333333
5067740,F,Y,Y,1.0,Married,House / apartment,0,1,0,3.0,12,25.0,4.0,0,135000.0,Working,Higher education,1.0,1,1,Lower_Middle,45000.0,0.3333333333333333
5067741,F,Y,Y,1.0,Married,House / apartment,0,1,0,3.0,15,25.0,4.0,0,135000.0,Working,Higher education,1.0,1,1,Lower_Middle,45000.0,0.3333333333333333
5067742,F,Y,Y,1.0,Married,House / apartment,0,1,0,3.0,20,25.0,4.0,0,135000.0,Working,Higher education,1.0,1,1,Lower_Middle,45000.0,0.3333333333333333
5067746,F,N,Y,0.0,Married,House / apartment,0,0,0,2.0,15,61.0,20.5,0,135000.0,Working,Higher education,0.0,0,1,Lower_Middle,67500.0,0.0
5067747,F,N,Y,0.0,Married,House / apartment,0,0,0,2.0,57,61.0,20.5,0,135000.0,Working,Higher education,0.0,0,1,Lower_Middle,67500.0,0.0
5067749,F,N,Y,0.0,Married,House / apartment,0,0,0,2.0,23,61.0,20.5,0,135000.0,Working,Higher education,0.0,0,1,Lower_Middle,67500.0,0.0
5067750,F,N,Y,0.0,Married,House / apartment,0,0,0,2.0,9,61.0,20.5,0,135000.0,Working,Higher education,0.0,0,1,Lower_Middle,67500.0,0.0
5067755,F,N,Y,0.0,Married,House / apartment,0,0,0,2.0,46,61.0,20.5,0,135000.0,Working,Higher education,0.0,0,1,Lower_Middle,67500.0,0.0
5067756,M,Y,Y,1.0,Married,House / apartment,0,0,0,3.0,58,56.0,3.0,0,315000.0,Working,Secondary / secondary special,0.0,1,1,Upper_Middle,105000.0,0.3333333333333333
5067757,M,Y,Y,1.0,Married,House / apartment,0,0,0,3.0,17,56.0,3.0,0,315000.0,Working,Secondary / secondary special,0.0,1,1,Upper_Middle,105000.0,0.3333333333333333
5067758,M,Y,Y,1.0,Married,House / apartment,0,0,0,3.0,13,56.0,3.0,0,315000.0,Working,Secondary / secondary special,0.0,1,1,Upper_Middle,105000.0,0.3333333333333333
5067759,F,N,Y,0.0,Single / not married,House / apartment,0,0,0,1.0,24,64.0,15.0,0,202500.0,State servant,Secondary / secondary special,0.0,0,1,Middle,202500.0,0.0
5067760,F,N,Y,0.0,Single / not married,House / apartment,0,0,0,1.0,29,64.0,15.0,0,202500.0,State servant,Secondary / secondary special,0.0,0,1,Middle,202500.0,0.0
5067761,F,N,Y,0.0,Single / not married,House / apartment,0,0,0,1.0,52,64.0,15.0,0,202500.0,State servant,Secondary / secondary special,0.0,0,1,Middle,202500.0,0.0
5067762,F,N,Y,0.0,Single / not married,House / apartment,0,0,0,1.0,15,64.0,15.0,0,202500.0,State servant,Secondary / secondary special,0.0,0,1,Middle,202500.0,0.0
5067763,F,N,Y,0.0,Single / not married,House / apartment,0,0,0,1.0,9,64.0,15.0,0,202500.0,State servant,Secondary / secondary special,0.0,0,1,Middle,202500.0,0.0
5067764,F,N,Y,0.0,Single / not married,House / apartment,0,0,0,1.0,9,64.0,15.0,0,202500.0,State servant,Secondary / secondary special,0.0,0,1,Middle,202500.0,0.0
5067765,F,N,Y,0.0,Single / not married,House / apartment,0,0,0,1.0,2,64.0,15.0,0,202500.0,State servant,Secondary / secondary special,0.0,0,1,Middle,202500.0,0.0
5067766,F,N,Y,0.0,Single / not married,House / apartment,0,0,0,1.0,27,64.0,15.0,0,202500.0,State servant,Secondary / secondary special,0.0,0,1,Middle,202500.0,0.0
5067767,F,N,Y,0.0,Single / not married,House / apartment,0,0,0,1.0,6,64.0,15.0,0,202500.0,State servant,Secondary / secondary special,0.0,0,1,Middle,202500.0,0.0
5067775,F,Y,Y,1.0,Separated,House / apartment,0,0,0,2.0,17,43.0,1.0,0,225000.0,Commercial associate,Higher education,1.0,1,1,Middle,112500.0,0.5
5067776,F,Y,Y,1.0,Separated,House / apartment,0,0,0,2.0,55,43.0,1.0,0,225000.0,Commercial associate,Higher education,1.0,1,1,Middle,112500.0,0.5
5067777,F,Y,Y,1.0,Separated,House / apartment,0,0,0,2.0,38,43.0,1.0,0,225000.0,Commercial associate,Higher education,1.0,1,1,Middle,112500.0,0.5
5067778,F,Y,Y,1.0,Separated,House / apartment,0,0,0,2.0,22,43.0,1.0,0,225000.0,Commercial associate,Higher education,1.0,1,1,Middle,112500.0,0.5
5067779,F,Y,Y,1.0,Separated,House / apartment,0,0,0,2.0,11,43.0,1.0,0,225000.0,Commercial associate,Higher education,1.0,1,1,Middle,112500.0,0.5
5067780,F,Y,Y,1.0,Separated,House / apartment,0,0,0,2.0,11,43.0,1.0,0,225000.0,Commercial associate,Higher education,1.0,1,1,Middle,112500.0,0.5
5067781,F,Y,Y,1.0,Separated,House / apartment,0,0,0,2.0,41,43.0,1.0,0,225000.0,Commercial associate,Higher education,1.0,1,1,Middle,112500.0,0.5
5067782,M,Y,N,2.0,Married,House / apartment,0,0,0,4.0,36,34.0,4.0,0,225000.0,Working,Secondary / secondary special,0.0,1,0,Middle,56250.0,0.5
5067783,M,Y,N,2.0,Married,House / apartment,0,0,0,4.0,39,41.0,20.0,0,360000.0,Working,Secondary / secondary special,1.0,1,0,Upper_Middle,112500.0,0.5
5067784,M,Y,N,2.0,Married,House / apartment,0,0,0,4.0,52,41.0,20.0,0,360000.0,Working,Secondary / secondary special,1.0,1,0,Upper_Middle,112500.0,0.5
5067785,M,Y,N,2.0,Married,House / apartment,0,0,0,4.0,53,41.0,20.0,0,360000.0,Working,Secondary / secondary special,1.0,1,0,Upper_Middle,112500.0,0.5
5067787,M,Y,N,2.0,Married,House / apartment,0,0,0,4.0,53,41.0,20.0,0,360000.0,Working,Secondary / secondary special,1.0,1,0,Upper_Middle,112500.0,0.5
5067788,M,Y,N,2.0,Married,House / apartment,0,0,0,4.0,2,41.0,20.0,0,360000.0,Working,Secondary / secondary special,1.0,1,0,Upper_Middle,112500.0,0.5
5067789,M,Y,N,2.0,Married,House / apartment,0,0,0,4.0,18,41.0,20.0,0,360000.0,Working,Secondary / secondary special,1.0,1,0,Upper_Middle,112500.0,0.5
5067790,M,Y,N,2.0,Married,House / apartment,0,0,0,4.0,18,41.0,20.0,0,360000.0,Working,Secondary / secondary special,1.0,1,0,Upper_Middle,112500.0,0.5
5067791,M,Y,N,2.0,Married,House / apartment,0,0,0,4.0,19,41.0,20.0,0,360000.0,Working,Secondary / secondary special,1.0,1,0,Upper_Middle,112500.0,0.5
5067792,M,Y,N,2.0,Married,House / apartment,0,0,0,4.0,43,41.0,20.0,0,360000.0,Working,Secondary / secondary special,1.0,1,0,Upper_Middle,112500.0,0.5
5067793,F,N,Y,1.0,Married,House / apartment,0,0,0,3.0,30,26.0,1.0,0,121500.0,Working,Secondary / secondary special,0.0,0,1,Lower_Middle,40500.0,0.3333333333333333
5067795,F,N,Y,1.0,Married,House / apartment,0,0,0,3.0,42,26.0,1.0,0,121500.0,Working,Secondary / secondary special,0.0,0,1,Lower_Middle,40500.0,0.3333333333333333
5067796,F,N,Y,1.0,Married,House / apartment,0,0,0,3.0,31,26.0,1.0,0,121500.0,Working,Secondary / secondary special,0.0,0,1,Lower_Middle,40500.0,0.3333333333333333
5067797,F,N,Y,1.0,Married,House / apartment,0,0,0,3.0,31,26.0,1.0,0,121500.0,Working,Secondary / secondary special,0.0,0,1,Lower_Middle,40500.0,0.3333333333333333
5067798,F,N,Y,1.0,Married,House / apartment,0,0,0,3.0,31,26.0,1.0,0,121500.0,Working,Secondary / secondary special,0.0,0,1,Lower_Middle,40500.0,0.3333333333333333
5067807,M,Y,Y,0.0,Civil marriage,House / apartment,1,0,0,2.0,4,46.0,0.0,0,139500.0,Working,Secondary / secondary special,1.0,1,1,Lower_Middle,69750.0,0.0
5067811,M,N,Y,1.0,Civil marriage,Municipal apartment,0,0,0,3.0,6,36.0,3.0,0,157500.0,Working,Secondary / secondary special,0.0,0,1,Lower_Middle,52500.0,0.3333333333333333
5067812,M,N,Y,1.0,Civil marriage,Municipal apartment,0,0,0,3.0,53,36.0,3.0,0,157500.0,Working,Secondary / secondary special,0.0,0,1,Lower_Middle,52500.0,0.3333333333333333
5067813,M,N,Y,1.0,Civil marriage,Municipal apartment,0,0,0,3.0,34,36.0,3.0,0,157500.0,Working,Secondary / secondary special,0.0,0,1,Lower_Middle,52500.0,0.3333333333333333
5067815,M,N,Y,0.0,Single / not married,House / apartment,0,0,0,1.0,47,49.0,3.0,0,180000.0,Commercial associate,Secondary / secondary special,0.0,0,1,Lower_Middle,180000.0,0.0
5067817,M,N,Y,0.0,Single / not married,House / apartment,0,0,0,1.0,43,49.0,3.0,0,180000.0,Commercial associate,Secondary / secondary special,0.0,0,1,Lower_Middle,180000.0,0.0
5067818,M,N,Y,0.0,Single / not married,House / apartment,0,0,0,1.0,12,49.0,3.0,0,180000.0,Commercial associate,Secondary / secondary special,0.0,0,1,Lower_Middle,180000.0,0.0
5067819,M,N,Y,0.0,Single / not married,House / apartment,0,0,0,1.0,14,49.0,3.0,0,180000.0,Commercial associate,Secondary / secondary special,0.0,0,1,Lower_Middle,180000.0,0.0
5067820,M,N,Y,0.0,Single / not married,House / apartment,0,0,0,1.0,4,49.0,3.0,0,180000.0,Commercial associate,Secondary / secondary special,0.0,0,1,Lower_Middle,180000.0,0.0
5067821,M,N,Y,0.0,Single / not married,House / apartment,0,0,0,1.0,1,49.0,3.0,0,180000.0,Commercial associate,Secondary / secondary special,0.0,0,1,Lower_Middle,180000.0,0.0
5067822,M,N,Y,0.0,Single / not married,House / apartment,0,0,0,1.0,4,49.0,3.0,0,180000.0,Commercial associate,Secondary / secondary special,0.0,0,1,Lower_Middle,180000.0,0.0
5067823,M,N,Y,0.0,Single / not married,House / apartment,0,0,0,1.0,0,49.0,3.0,0,180000.0,Commercial associate,Secondary / secondary special,0.0,0,1,Lower_Middle,180000.0,0.0
5067824,M,N,Y,0.0,Single / not married,House / apartment,0,0,0,1.0,6,49.0,3.0,0,180000.0,Commercial associate,Secondary / secondary special,0.0,0,1,Lower_Middle,180000.0,0.0
5067826,F,Y,Y,2.0,Married,House / apartment,0,0,0,4.0,6,37.0,3.0,0,360000.0,Working,Higher education,0.0,1,1,High,168750.0,0.5
5067827,F,Y,Y,2.0,Married,House / apartment,0,0,0,4.0,13,37.0,3.0,0,360000.0,Working,Higher education,0.0,1,1,High,168750.0,0.5
5067829,F,Y,Y,2.0,Married,House / apartment,0,0,0,4.0,53,37.0,3.0,0,360000.0,Working,Higher education,0.0,1,1,High,168750.0,0.5
5067830,F,Y,Y,2.0,Married,House / apartment,0,0,0,4.0,22,37.0,3.0,0,360000.0,Working,Higher education,0.0,1,1,High,168750.0,0.5
5067851,F,Y,N,1.0,Married,House / apartment,0,1,0,3.0,25,33.0,11.0,0,90000.0,Working,Higher education,1.0,1,0,Low,30000.0,0.3333333333333333
5067853,F,Y,N,1.0,Married,House / apartment,0,1,0,3.0,23,33.0,11.0,0,90000.0,Working,Higher education,1.0,1,0,Low,30000.0,0.3333333333333333
5067858,F,N,Y,1.0,Married,House / apartment,0,0,0,3.0,20,46.0,3.0,0,193500.0,Commercial associate,Secondary / secondary special,1.0,0,1,Lower_Middle,64500.0,0.3333333333333333
5067859,F,N,Y,1.0,Married,House / apartment,0,0,0,3.0,5,46.0,3.0,0,193500.0,Commercial associate,Secondary / secondary special,1.0,0,1,Lower_Middle,64500.0,0.3333333333333333
5067860,F,N,Y,1.0,Married,House / apartment,0,0,0,3.0,4,46.0,3.0,0,193500.0,Commercial associate,Secondary / secondary special,1.0,0,1,Lower_Middle,64500.0,0.3333333333333333
5067861,F,Y,Y,0.0,Civil marriage,House / apartment,0,0,0,2.0,12,40.0,6.0,0,180000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,90000.0,0.0
5067863,F,N,Y,0.0,Married,House / apartment,0,0,0,2.0,20,51.0,15.0,0,144000.0,Working,Secondary / secondary special,0.0,0,1,Lower_Middle,72000.0,0.0
5067864,F,N,Y,0.0,Married,House / apartment,0,0,0,2.0,35,51.0,15.0,0,144000.0,Working,Secondary / secondary special,0.0,0,1,Lower_Middle,72000.0,0.0
5067866,F,N,Y,0.0,Married,House / apartment,0,0,0,2.0,39,51.0,15.0,0,144000.0,Working,Secondary / secondary special,0.0,0,1,Lower_Middle,72000.0,0.0
5067867,F,N,Y,0.0,Married,House / apartment,0,0,0,2.0,45,51.0,15.0,0,144000.0,Working,Secondary / secondary special,0.0,0,1,Lower_Middle,72000.0,0.0
5067868,F,N,Y,0.0,Married,House / apartment,0,0,0,2.0,9,51.0,15.0,0,144000.0,Working,Secondary / secondary special,0.0,0,1,Lower_Middle,72000.0,0.0
5067869,F,N,Y,0.0,Married,House / apartment,0,0,0,2.0,20,51.0,15.0,0,144000.0,Working,Secondary / secondary special,0.0,0,1,Lower_Middle,72000.0,0.0
5067870,F,N,Y,0.0,Married,House / apartment,0,0,0,2.0,35,51.0,15.0,0,144000.0,Working,Secondary / secondary special,0.0,0,1,Lower_Middle,72000.0,0.0
5067871,F,N,Y,0.0,Married,House / apartment,0,0,0,2.0,59,51.0,15.0,0,144000.0,Working,Secondary / secondary special,0.0,0,1,Lower_Middle,72000.0,0.0
5067872,M,Y,Y,1.0,Married,House / apartment,0,1,0,3.0,16,48.0,8.0,0,315000.0,Working,Secondary / secondary special,1.0,1,1,Upper_Middle,105000.0,0.3333333333333333
5067873,M,Y,Y,1.0,Married,House / apartment,0,1,0,3.0,38,48.0,8.0,0,315000.0,Working,Secondary / secondary special,1.0,1,1,Upper_Middle,105000.0,0.3333333333333333
5067874,M,Y,Y,1.0,Married,House / apartment,0,1,0,3.0,6,48.0,8.0,0,315000.0,Working,Secondary / secondary special,1.0,1,1,Upper_Middle,105000.0,0.3333333333333333
5067875,M,Y,Y,1.0,Married,House / apartment,0,1,0,3.0,14,48.0,8.0,0,315000.0,Working,Secondary / secondary special,1.0,1,1,Upper_Middle,105000.0,0.3333333333333333
5067876,M,Y,Y,1.0,Married,House / apartment,0,1,0,3.0,19,48.0,8.0,0,315000.0,Working,Secondary / secondary special,1.0,1,1,Upper_Middle,105000.0,0.3333333333333333
5067877,M,Y,Y,1.0,Married,House / apartment,0,1,0,3.0,14,48.0,8.0,0,315000.0,Working,Secondary / secondary special,1.0,1,1,Upper_Middle,105000.0,0.3333333333333333
5067878,M,Y,Y,1.0,Married,House / apartment,0,1,0,3.0,11,48.0,8.0,0,315000.0,Working,Secondary / secondary special,1.0,1,1,Upper_Middle,105000.0,0.3333333333333333
5067879,M,Y,Y,1.0,Married,House / apartment,0,1,0,3.0,13,48.0,8.0,0,315000.0,Working,Secondary / secondary special,1.0,1,1,Upper_Middle,105000.0,0.3333333333333333
5067880,M,Y,Y,1.0,Married,House / apartment,0,1,0,3.0,27,48.0,8.0,0,315000.0,Working,Secondary / secondary special,1.0,1,1,Upper_Middle,105000.0,0.3333333333333333
5067881,M,Y,Y,1.0,Married,House / apartment,0,1,0,3.0,28,48.0,8.0,0,315000.0,Working,Secondary / secondary special,1.0,1,1,Upper_Middle,105000.0,0.3333333333333333
5067882,M,Y,Y,1.0,Married,House / apartment,0,1,0,3.0,30,48.0,8.0,0,315000.0,Working,Secondary / secondary special,1.0,1,1,Upper_Middle,105000.0,0.3333333333333333
5067883,M,Y,Y,1.0,Married,House / apartment,0,1,0,3.0,39,48.0,8.0,0,315000.0,Working,Secondary / secondary special,1.0,1,1,Upper_Middle,105000.0,0.3333333333333333
5067884,M,Y,Y,1.0,Married,House / apartment,0,1,0,3.0,50,48.0,8.0,0,315000.0,Working,Secondary / secondary special,1.0,1,1,Upper_Middle,105000.0,0.3333333333333333
5067909,M,Y,N,0.0,Married,House / apartment,1,1,0,2.0,17,37.0,5.0,0,135000.0,Working,Secondary / secondary special,2.0,1,0,Lower_Middle,67500.0,0.0
5067910,M,Y,N,0.0,Married,House / apartment,1,1,0,2.0,39,37.0,5.0,0,135000.0,Working,Secondary / secondary special,2.0,1,0,Lower_Middle,67500.0,0.0
5067911,M,Y,N,0.0,Married,House / apartment,1,1,0,2.0,44,37.0,5.0,0,135000.0,Working,Secondary / secondary special,2.0,1,0,Lower_Middle,67500.0,0.0
5067912,M,Y,N,0.0,Married,House / apartment,1,1,0,2.0,44,37.0,5.0,0,135000.0,Working,Secondary / secondary special,2.0,1,0,Lower_Middle,67500.0,0.0
5067913,M,Y,N,0.0,Married,House / apartment,1,1,0,2.0,51,37.0,5.0,0,135000.0,Working,Secondary / secondary special,2.0,1,0,Lower_Middle,67500.0,0.0
5067915,M,Y,N,0.0,Married,House / apartment,1,1,0,2.0,6,37.0,5.0,0,135000.0,Working,Secondary / secondary special,2.0,1,0,Lower_Middle,67500.0,0.0
5067916,M,Y,N,0.0,Married,House / apartment,1,1,0,2.0,9,37.0,5.0,0,135000.0,Working,Secondary / secondary special,2.0,1,0,Lower_Middle,67500.0,0.0
5067917,M,Y,N,0.0,Married,House / apartment,1,1,0,2.0,23,37.0,5.0,0,135000.0,Working,Secondary / secondary special,2.0,1,0,Lower_Middle,67500.0,0.0
5067918,M,Y,N,0.0,Married,House / apartment,1,1,0,2.0,39,37.0,5.0,0,135000.0,Working,Secondary / secondary special,2.0,1,0,Lower_Middle,67500.0,0.0
5067919,M,Y,N,0.0,Married,House / apartment,1,1,0,2.0,29,37.0,5.0,0,135000.0,Working,Secondary / secondary special,2.0,1,0,Lower_Middle,67500.0,0.0
5067953,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,51,61.0,11.0,0,360000.0,Working,Higher education,0.0,1,1,Upper_Middle,180000.0,0.0
5067954,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,46,61.0,11.0,0,360000.0,Working,Higher education,0.0,1,1,Upper_Middle,180000.0,0.0
5067955,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,39,61.0,11.0,0,360000.0,Working,Higher education,0.0,1,1,Upper_Middle,180000.0,0.0
5067956,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,39,61.0,11.0,0,360000.0,Working,Higher education,0.0,1,1,Upper_Middle,180000.0,0.0
5067957,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,59,61.0,11.0,0,360000.0,Working,Higher education,0.0,1,1,Upper_Middle,180000.0,0.0
5067961,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,14,61.0,11.0,0,360000.0,Working,Higher education,0.0,1,1,Upper_Middle,180000.0,0.0
5067962,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,43,61.0,11.0,0,360000.0,Working,Higher education,0.0,1,1,Upper_Middle,180000.0,0.0
5067963,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,6,61.0,11.0,0,360000.0,Working,Higher education,0.0,1,1,Upper_Middle,180000.0,0.0
5067965,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,29,61.0,11.0,0,360000.0,Working,Higher education,0.0,1,1,Upper_Middle,180000.0,0.0
5067966,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,36,61.0,11.0,0,360000.0,Working,Higher education,0.0,1,1,Upper_Middle,180000.0,0.0
5067967,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,47,61.0,11.0,0,360000.0,Working,Higher education,0.0,1,1,Upper_Middle,180000.0,0.0
5067968,F,N,N,0.0,Married,House / apartment,0,1,0,2.0,43,43.0,20.5,0,108000.0,Commercial associate,Secondary / secondary special,1.0,0,0,Lower_Middle,54000.0,0.0
5067970,F,N,N,0.0,Married,House / apartment,0,1,0,2.0,26,43.0,20.5,0,108000.0,Commercial associate,Secondary / secondary special,1.0,0,0,Lower_Middle,54000.0,0.0
5067973,F,N,N,0.0,Married,House / apartment,0,1,0,2.0,4,43.0,20.5,0,108000.0,Commercial associate,Secondary / secondary special,1.0,0,0,Lower_Middle,54000.0,0.0
5067974,F,N,N,0.0,Married,House / apartment,0,1,0,2.0,4,43.0,20.5,0,108000.0,Commercial associate,Secondary / secondary special,1.0,0,0,Lower_Middle,54000.0,0.0
5067975,F,N,N,0.0,Married,House / apartment,0,1,0,2.0,7,43.0,20.5,0,108000.0,Commercial associate,Secondary / secondary special,1.0,0,0,Lower_Middle,54000.0,0.0
5067976,F,N,N,0.0,Married,House / apartment,0,1,0,2.0,10,43.0,20.5,0,108000.0,Commercial associate,Secondary / secondary special,1.0,0,0,Lower_Middle,54000.0,0.0
5067977,F,N,N,0.0,Married,House / apartment,0,1,0,2.0,31,43.0,20.5,0,108000.0,Commercial associate,Secondary / secondary special,1.0,0,0,Lower_Middle,54000.0,0.0
5067978,F,N,N,0.0,Married,House / apartment,0,1,0,2.0,37,43.0,20.5,0,108000.0,Commercial associate,Secondary / secondary special,1.0,0,0,Lower_Middle,54000.0,0.0
5067982,M,Y,Y,0.0,Separated,With parents,0,0,0,1.0,56,55.0,20.5,0,153000.0,Working,Higher education,1.0,1,1,Lower_Middle,153000.0,0.0
5067983,M,Y,Y,0.0,Separated,With parents,0,0,0,1.0,15,55.0,20.5,0,153000.0,Working,Higher education,1.0,1,1,Lower_Middle,153000.0,0.0
5067984,M,Y,Y,0.0,Separated,With parents,0,0,0,1.0,26,55.0,20.5,0,153000.0,Working,Higher education,1.0,1,1,Lower_Middle,153000.0,0.0
5067987,F,N,Y,2.0,Married,House / apartment,0,0,0,4.0,38,47.0,7.0,0,135000.0,Working,Secondary / secondary special,0.0,0,1,Lower_Middle,33750.0,0.5
5067996,F,N,Y,0.0,Married,House / apartment,1,1,0,2.0,31,53.0,14.0,0,76500.0,Working,Secondary / secondary special,2.0,0,1,Low,38250.0,0.0
5067997,F,N,Y,0.0,Married,House / apartment,1,1,0,2.0,57,53.0,14.0,0,76500.0,Working,Secondary / secondary special,2.0,0,1,Low,38250.0,0.0
5068001,F,N,Y,0.0,Married,House / apartment,1,1,0,2.0,33,53.0,14.0,0,76500.0,Working,Secondary / secondary special,2.0,0,1,Low,38250.0,0.0
5068002,F,N,Y,0.0,Married,House / apartment,1,1,0,2.0,45,53.0,14.0,0,76500.0,Working,Secondary / secondary special,2.0,0,1,Low,38250.0,0.0
5068003,F,N,Y,0.0,Married,House / apartment,1,1,0,2.0,41,53.0,14.0,0,76500.0,Working,Secondary / secondary special,2.0,0,1,Low,38250.0,0.0
5068007,M,N,Y,0.0,Married,House / apartment,1,0,0,2.0,49,63.0,2.0,0,135000.0,Commercial associate,Secondary / secondary special,1.0,0,1,Lower_Middle,67500.0,0.0
5068008,M,N,Y,0.0,Married,House / apartment,1,0,0,2.0,54,63.0,2.0,0,135000.0,Commercial associate,Secondary / secondary special,1.0,0,1,Lower_Middle,67500.0,0.0
5068011,M,N,Y,0.0,Married,House / apartment,1,0,0,2.0,14,63.0,2.0,0,135000.0,Commercial associate,Secondary / secondary special,1.0,0,1,Lower_Middle,67500.0,0.0
5068012,M,N,Y,0.0,Married,House / apartment,1,0,0,2.0,12,63.0,2.0,0,135000.0,Commercial associate,Secondary / secondary special,1.0,0,1,Lower_Middle,67500.0,0.0
5068013,M,N,Y,0.0,Married,House / apartment,1,0,0,2.0,24,63.0,2.0,0,135000.0,Commercial associate,Secondary / secondary special,1.0,0,1,Lower_Middle,67500.0,0.0
5068014,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,48,42.0,9.0,0,135000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,67500.0,0.0
5068015,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,60,42.0,9.0,0,135000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,67500.0,0.0
5068016,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,11,42.0,9.0,0,135000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,67500.0,0.0
5068017,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,41,42.0,9.0,0,135000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,67500.0,0.0
5068018,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,46,42.0,9.0,0,135000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,67500.0,0.0
5068019,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,7,42.0,9.0,0,135000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,67500.0,0.0
5068020,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,31,42.0,9.0,0,135000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,67500.0,0.0
5068021,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,12,42.0,9.0,0,135000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,67500.0,0.0
5068022,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,41,42.0,9.0,0,135000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,67500.0,0.0
5068028,F,N,N,0.0,Married,House / apartment,0,0,0,2.0,50,48.0,12.0,0,135000.0,Commercial associate,Secondary / secondary special,0.0,0,0,Lower_Middle,67500.0,0.0
5068029,F,N,N,0.0,Married,House / apartment,0,0,0,2.0,40,48.0,12.0,0,135000.0,Commercial associate,Secondary / secondary special,0.0,0,0,Lower_Middle,67500.0,0.0
5068030,F,N,N,0.0,Married,House / apartment,0,0,0,2.0,1,48.0,12.0,0,135000.0,Commercial associate,Secondary / secondary special,0.0,0,0,Lower_Middle,67500.0,0.0
5068031,F,N,N,0.0,Married,House / apartment,0,0,0,2.0,3,48.0,12.0,0,135000.0,Commercial associate,Secondary / secondary special,0.0,0,0,Lower_Middle,67500.0,0.0
5068032,F,N,N,0.0,Married,House / apartment,0,0,0,2.0,7,48.0,12.0,0,135000.0,Commercial associate,Secondary / secondary special,0.0,0,0,Lower_Middle,67500.0,0.0
